AGCHM_ENG_NM,LIVESTCK_PISN_RATG_ENG,ECOLGY_PISN_RATG_ENG,livestock_level,ecology_level,SMILES,REFINE_WGS84_LAT,REFINE_WGS84_LOGT,is_valid,PURPOS_NM,DEASEINS_DTLS,CROPS_DTLS
dicamba,Avg Toxicity (III),Rank III,0.1,0.0625,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,37.303252115,126.7681510928,True,제초제,잡초(크로바),잔디
chlorpyrifos,Avg Toxicity (III),Rank I,0.1,1.0,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,37.3834691837,127.1226706167,True,살충제,이세리아깍지벌레,감귤
cypermethrin,Avg Toxicity (III),Rank I,0.1,1.0,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,37.3038691408,126.7673552476,True,살충제,배추좀나방,양배추
Acephate,Low Toxicity (IV),Rank III,0.01,0.0625,CC(=O)NP(=O)(OC)SC,37.256410123,127.1650450434,True,살충제,목화진딧물,백합
ethoprophos,Low Toxicity (IV),Rank III,0.01,0.0625,CCCSP(=O)(OCC)SCCC,37.3834773323,127.1227388669,True,살충제,구근선충,마늘
Iprobenfos(IBP),Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Iprobenfos(IBP)],37.3834773323,127.1227388669,False,살균제,잎도열병,벼
fenobucarb,Avg Toxicity (III),Rank III,0.1,0.0625,CCC(C)C1=CC=CC=C1OC(=O)NC,37.3038691408,126.7673552476,True,살충제,흑다리긴노린재,벼
mancozeb,Low Toxicity (IV),Rank II,0.01,0.25,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],37.3038691408,126.7673552476,True,살균제,탄저병,유자
diazinon,Avg Toxicity (III),,0.1,0.25,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,37.3834691837,127.1226706167,True,살충제,벼룩잎벌레,겨자채
Blend of alkyl aryl polyethoxylate & sodium salt of alkyl sulfonate alkylate,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: Blend of alkyl aryl polyethoxylate & sodium salt of alkyl sulfonate alkylate],37.3834691837,127.1226706167,False,기타,농약보조제,벼
simazine,Low Toxicity (IV),Rank III,0.01,0.0625,CCNC1=NC(=NC(=N1)Cl)NCC,37.3834773323,127.1227388669,True,제초제,목도열병(무인헬기),벼
methabenzthiazuron,Low Toxicity (IV),Rank III,0.01,0.0625,CNC(=O)N(C)C1=NC2=CC=CC=C2S1,37.3834773323,127.1227388669,True,제초제,탄저병,감(단감포함)
thiobencarb,Low Toxicity (IV),Rank III,0.01,0.0625,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,,,True,제초제,"일년생잡초(피,물달개비,밭뚝외풀,마디꽃,여뀌,사마귀풀)",기계이앙벼(어린모)
machine oil,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: machine oil],37.3834773323,127.1227388669,False,살충제,깍지벌레,사과
ethephon,Low Toxicity (IV),Rank III,0.01,0.0625,C(CCl)P(=O)(O)O,37.3834773323,127.1227388669,True,생장조정제,절간단축,트리티케일
neoasozin,Low Toxicity (IV),Rank III,0.01,0.0625,[SMILES_NOT_FOUND: neoasozin],,,False,살균제,부란병,사과
captan,Low Toxicity (IV),Rank I,0.01,1.0,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,37.3834773323,127.1227388669,True,살균제,꽃매미,가죽나무
diazinon,Low Toxicity (IV),Rank II,0.01,0.25,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,,,True,살충제,역병,수박(복수박포함)
fenobucarb,Low Toxicity (IV),Rank III,0.01,0.0625,CCC(C)C1=CC=CC=C1OC(=O)NC,37.3834773323,127.1227388669,True,살충제,벼멸구,벼
Carbendazim,Low Toxicity (IV),Rank I,0.01,1.0,COC(=O)NC1=NC2=CC=CC=C2N1,37.256410123,127.1650450434,True,살균제,검은별무늬병,배
daminozide,Low Toxicity (IV),Rank III,0.01,0.0625,CN(C)NC(=O)CCC(=O)O,37.256410123,127.1650450434,True,생장조정제,신장억제,포인세티아
